LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,CONFIDENCE,VERSION,BRIGHT_T31,FRP,NAMA_KAB,NAMA_PROP
-0.045,103.021,307.8,1.6,1.3,"PyQt4.QtCore.QDate(2014, 3, 2)",1556,T,56,5.1,290.9,18.1,Indragiri Hilir,RIAU
-0.554,102.694,311.5,2.3,1.5,"PyQt4.QtCore.QDate(2014, 3, 7)",1911,A,59,5.1,290.2,51.5,Indragiri Hilir,RIAU
-0.558,102.7,305.8,2.3,1.5,"PyQt4.QtCore.QDate(2014, 3, 7)",1911,A,34,5.1,289.7,35.4,Indragiri Hilir,RIAU
-0.545,102.702,307.7,2.3,1.5,"PyQt4.QtCore.QDate(2014, 3, 7)",1911,A,56,5.1,289.8,40.9,Indragiri Hilir,RIAU
0.061,103.275,307.2,2.5,1.5,"PyQt4.QtCore.QDate(2014, 3, 7)",1911,A,52,5.1,292.1,40.7,Indragiri Hilir,RIAU
-0.546,102.688,307.4,3.4,1.7,"PyQt4.QtCore.QDate(2014, 3, 7)",1614,T,54,5.1,291.2,63.5,Indragiri Hilir,RIAU
-0.42,102.707,325.1,1,1,"PyQt4.QtCore.QDate(2014, 3, 7)",649,A,61,5.1,305,17.9,Indragiri Hilir,RIAU
-0.418,102.716,328.7,1,1,"PyQt4.QtCore.QDate(2014, 3, 7)",649,A,79,5.1,307.9,22.9,Indragiri Hilir,RIAU
-0.472,103.047,312.4,1.4,1.2,"PyQt4.QtCore.QDate(2014, 3, 7)",353,T,41,5.1,295.2,12.8,Indragiri Hilir,RIAU
0.064,103.258,315.4,1.5,1.2,"PyQt4.QtCore.QDate(2014, 3, 7)",352,T,59,5.1,292.1,17.3,Indragiri Hilir,RIAU
0.023,103.126,314.1,2.1,1.4,"PyQt4.QtCore.QDate(2014, 3, 1)",1513,T,84,5.1,285.9,49.4,Indragiri Hilir,RIAU
0.007,103.109,310.4,2.1,1.4,"PyQt4.QtCore.QDate(2014, 3, 1)",1513,T,69,5.1,285,39.1,Indragiri Hilir,RIAU
0.01,103.128,313.8,2.1,1.4,"PyQt4.QtCore.QDate(2014, 3, 1)",1513,T,83,5.1,283.4,49.3,Indragiri Hilir,RIAU
0.007,103.115,316.1,2.1,1.4,"PyQt4.QtCore.QDate(2014, 3, 1)",1513,T,90,5.1,283.1,57,Indragiri Hilir,RIAU
0.009,103.133,307,2.1,1.4,"PyQt4.QtCore.QDate(2014, 3, 1)",1513,T,41,5.1,282,29.7,Indragiri Hilir,RIAU
